Temperature	Pressure	Property	Source	Model
222.000000	0.000000	  Spinodal	     TSEOS	 TIP4P2005
223.000000	0.000000	  Spinodal	     TSEOS	 TIP4P2005
224.000000	0.000000	  Spinodal	     TSEOS	 TIP4P2005
225.000000	0.000000	  Spinodal	     TSEOS	 TIP4P2005
226.000000	0.000000	  Spinodal	     TSEOS	 TIP4P2005
227.000000	-0.000000	  Spinodal	     TSEOS	 TIP4P2005
228.000000	0.000000	  Spinodal	     TSEOS	 TIP4P2005
229.000000	-0.000000	  Spinodal	     TSEOS	 TIP4P2005
230.000000	0.000000	  Spinodal	     TSEOS	 TIP4P2005
231.000000	0.000000	  Spinodal	     TSEOS	 TIP4P2005
232.000000	0.000000	  Spinodal	     TSEOS	 TIP4P2005
233.000000	0.000000	  Spinodal	     TSEOS	 TIP4P2005
234.000000	0.000000	  Spinodal	     TSEOS	 TIP4P2005
235.000000	0.000000	  Spinodal	     TSEOS	 TIP4P2005
236.000000	0.000000	  Spinodal	     TSEOS	 TIP4P2005
237.000000	-0.000000	  Spinodal	     TSEOS	 TIP4P2005
238.000000	-0.000000	  Spinodal	     TSEOS	 TIP4P2005
239.000000	0.000000	  Spinodal	     TSEOS	 TIP4P2005
240.000000	0.000000	  Spinodal	     TSEOS	 TIP4P2005
241.000000	0.000000	  Spinodal	     TSEOS	 TIP4P2005
242.000000	0.000000	  Spinodal	     TSEOS	 TIP4P2005
243.000000	-0.000000	  Spinodal	     TSEOS	 TIP4P2005
244.000000	0.000000	  Spinodal	     TSEOS	 TIP4P2005
245.000000	0.000000	  Spinodal	     TSEOS	 TIP4P2005
246.000000	-0.000000	  Spinodal	     TSEOS	 TIP4P2005
247.000000	0.000000	  Spinodal	     TSEOS	 TIP4P2005
248.000000	-0.000000	  Spinodal	     TSEOS	 TIP4P2005
249.000000	0.000000	  Spinodal	     TSEOS	 TIP4P2005
250.000000	0.000000	  Spinodal	     TSEOS	 TIP4P2005
251.000000	0.000000	  Spinodal	     TSEOS	 TIP4P2005
252.000000	-0.000000	  Spinodal	     TSEOS	 TIP4P2005
253.000000	0.000000	  Spinodal	     TSEOS	 TIP4P2005
254.000000	-0.000000	  Spinodal	     TSEOS	 TIP4P2005
255.000000	0.000000	  Spinodal	     TSEOS	 TIP4P2005
256.000000	0.000000	  Spinodal	     TSEOS	 TIP4P2005
257.000000	0.000000	  Spinodal	     TSEOS	 TIP4P2005
258.000000	0.000000	  Spinodal	     TSEOS	 TIP4P2005
259.000000	0.000000	  Spinodal	     TSEOS	 TIP4P2005
260.000000	0.000000	  Spinodal	     TSEOS	 TIP4P2005
261.000000	-0.000000	  Spinodal	     TSEOS	 TIP4P2005
262.000000	0.000000	  Spinodal	     TSEOS	 TIP4P2005
263.000000	0.000000	  Spinodal	     TSEOS	 TIP4P2005
264.000000	-0.000000	  Spinodal	     TSEOS	 TIP4P2005
265.000000	0.000000	  Spinodal	     TSEOS	 TIP4P2005
266.000000	0.000000	  Spinodal	     TSEOS	 TIP4P2005
267.000000	0.000000	  Spinodal	     TSEOS	 TIP4P2005
268.000000	0.000000	  Spinodal	     TSEOS	 TIP4P2005
269.000000	0.000000	  Spinodal	     TSEOS	 TIP4P2005
270.000000	0.000000	  Spinodal	     TSEOS	 TIP4P2005
271.000000	0.000000	  Spinodal	     TSEOS	 TIP4P2005
272.000000	0.000000	  Spinodal	     TSEOS	 TIP4P2005
273.000000	0.000000	  Spinodal	     TSEOS	 TIP4P2005
274.000000	0.000000	  Spinodal	     TSEOS	 TIP4P2005
275.000000	0.000000	  Spinodal	     TSEOS	 TIP4P2005
276.000000	-0.000000	  Spinodal	     TSEOS	 TIP4P2005
277.000000	0.000000	  Spinodal	     TSEOS	 TIP4P2005
278.000000	0.000000	  Spinodal	     TSEOS	 TIP4P2005
279.000000	0.000000	  Spinodal	     TSEOS	 TIP4P2005
280.000000	0.000000	  Spinodal	     TSEOS	 TIP4P2005
281.000000	0.000000	  Spinodal	     TSEOS	 TIP4P2005
